	V_gene	mutability
904	IGHV3-21 n=31	0.07
905	IGHV3-21 n=31	0.06
906	IGHV3-21 n=31	0.05
907	IGHV3-21 n=31	0.04
908	IGHV1-2 n=19	0.05
909	IGHV1-2 n=19	0.04
910	IGHV1-2 n=19	0.08
911	IGHV1-2 n=19	0.06
912	IGHV1-2 n=19	0.07
913	IGHV1-2 n=19	0.07
914	IGHV1-2 n=19	0.07
915	IGHV1-2 n=19	0.06
916	IGHV1-2 n=19	0.07
917	IGHV1-2 n=19	0.08
918	IGHV1-2 n=19	0.03
919	IGHV1-2 n=19	0.07
920	IGHV1-2 n=19	0.07
921	IGHV1-2 n=19	0.08
922	IGHV1-2 n=19	0.07
923	IGHV1-2 n=19	0.06
924	IGHV1-2 n=19	0.07
925	IGHV1-2 n=19	0.08
926	IGHV1-2 n=19	0.07
927	IGHV4-59 n=17	0.09
928	IGHV4-59 n=17	0.09
929	IGHV4-59 n=17	0.09
930	IGHV4-59 n=17	0.09
931	IGHV4-59 n=17	0.1
932	IGHV4-59 n=17	0.04
933	IGHV4-59 n=17	0.09
934	IGHV4-59 n=17	0.09
935	IGHV4-59 n=17	0.09
936	IGHV4-59 n=17	0.09
937	IGHV4-59 n=17	0.03
938	IGHV4-59 n=17	0.03
939	IGHV4-59 n=17	0.09
940	IGHV4-59 n=17	0.03
941	IGHV4-59 n=17	0.09
942	IGHV4-59 n=17	0.08
943	IGHV4-59 n=17	0.11
944	IGHV5-10-1 n=14	0.05
945	IGHV5-10-1 n=14	0.05
946	IGHV5-10-1 n=14	0.07
947	IGHV5-10-1 n=14	0.05
948	IGHV5-10-1 n=14	0.05
949	IGHV5-10-1 n=14	0.05
950	IGHV5-10-1 n=14	0.05
951	IGHV5-10-1 n=14	0.05
952	IGHV5-10-1 n=14	0.05
953	IGHV5-10-1 n=14	0.05
954	IGHV5-10-1 n=14	0.05
955	IGHV5-10-1 n=14	0.05
956	IGHV5-10-1 n=14	0.06
957	IGHV5-10-1 n=14	0.06
958	IGHV1-69 n=11	0.05
959	IGHV1-69 n=11	0.06
960	IGHV1-69 n=11	0.06
961	IGHV1-69 n=11	0.06
962	IGHV1-69 n=11	0.06
963	IGHV1-69 n=11	0.05
964	IGHV1-69 n=11	0.06
965	IGHV1-69 n=11	0.05
966	IGHV1-69 n=11	0.05
967	IGHV1-69 n=11	0.05
968	IGHV1-69 n=11	0.06
969	IGHV4-34 n=5	0.04
970	IGHV4-34 n=5	0.04
971	IGHV4-34 n=5	0.11
972	IGHV4-34 n=5	0.04
973	IGHV4-34 n=5	0.1
974	IGHV3-33 n=5	0.1
975	IGHV3-33 n=5	0.1
976	IGHV3-33 n=5	0.1
977	IGHV3-33 n=5	0.1
978	IGHV3-33 n=5	0.1
